country_code,date,holiday_name
CA,1896-07-01,Dominion Day
US,1896-07-03,Independence Day (observed)
US,1896-07-04,Independence Day
IM,1896-07-05,Tynwald Day
VE,1896-07-05,Independence Day
BR,1896-07-14,Freedom and Independence of American Peoples
FR,1896-07-14,National Day
CH,1896-08-01,National Day
IE,1896-08-03,August Bank Holiday
BO,1896-08-06,Independence Day
FR,1896-08-15,Assumption Day
PT,1896-08-15,Assumption Day
NL,1896-08-31,Queen's Day
BR,1896-09-07,Independence Day
CA,1896-09-07,Labor Day
US,1896-09-07,Labor Day
BR,1896-10-12,Discovery of America
FI,1896-11-01,All Saints' Day
FR,1896-11-01,All Saints' Day
PT,1896-11-01,All Saints' Day
BR,1896-11-02,All Souls' Day
BR,1896-11-15,Republic Proclamation Day
US,1896-11-26,Thanksgiving Day
PT,1896-12-01,Restoration of Independence Day
PT,1896-12-08,Immaculate Conception
FI,1896-12-24,Christmas Eve
VE,1896-12-24,Christmas Eve
AU,1896-12-25,Christmas Day
BO,1896-12-25,Christmas Day
CA,1896-12-25,Christmas Day
CH,1896-12-25,Christmas Day
FI,1896-12-25,Christmas Day
FR,1896-12-25,Christmas Day
GB,1896-12-25,Christmas Day
IE,1896-12-25,Christmas Day
IM,1896-12-25,Christmas Day
NL,1896-12-25,Christmas Day
NZ,1896-12-25,Christmas Day
PT,1896-12-25,Christmas Day
US,1896-12-25,Christmas Day
VE,1896-12-25,Christmas Day
AU,1896-12-26,Boxing Day
FI,1896-12-26,Second Day of Christmas
GB,1896-12-26,Boxing Day
IE,1896-12-26,Saint Stephen's Day
IM,1896-12-26,Boxing Day
NL,1896-12-26,Second Day of Christmas
NZ,1896-12-26,Boxing Day
GB,1896-12-28,Boxing Day (observed)
IM,1896-12-28,Boxing Day (observed)
NZ,1896-12-28,Boxing Day (observed)
VE,1896-12-31,New Year's Eve
AU,1897-01-01,New Year's Day
BO,1897-01-01,New Year's Day
BR,1897-01-01,Universal Fraternization Day
CA,1897-01-01,New Year's Day
CH,1897-01-01,New Year's Day
FI,1897-01-01,New Year's Day
FR,1897-01-01,New Year's Day
NL,1897-01-01,New Year's Day
NZ,1897-01-01,New Year's Day
PT,1897-01-01,New Year's Day
US,1897-01-01,New Year's Day
VE,1897-01-01,New Year's Day
NZ,1897-01-02,Day after New Year's Day
NZ,1897-01-04,Day after New Year's Day (observed)
FI,1897-01-06,Epiphany
US,1897-02-22,Washington's Birthday
BR,1897-02-24,Republic Constitution Day
BO,1897-03-01,Carnival
VE,1897-03-01,Monday of Carnival
BO,1897-03-02,Carnival
VE,1897-03-02,Tuesday of Carnival
VE,1897-04-15,Maundy Thursday
AU,1897-04-16,Good Friday
BO,1897-04-16,Good Friday
BR,1897-04-16,Good Friday
CA,1897-04-16,Good Friday
FI,1897-04-16,Good Friday
GB,1897-04-16,Good Friday
IM,1897-04-16,Good Friday
NZ,1897-04-16,Good Friday
PT,1897-04-16,Good Friday
VE,1897-04-16,Good Friday
FI,1897-04-18,Easter Sunday
NL,1897-04-18,Easter Sunday
PT,1897-04-18,Easter Sunday
AU,1897-04-19,Easter Monday
FI,1897-04-19,Easter Monday
FR,1897-04-19,Easter Monday
IE,1897-04-19,Easter Monday
IM,1897-04-19,Easter Monday
NL,1897-04-19,Easter Monday
NZ,1897-04-19,Easter Monday
VE,1897-04-19,Declaration of Independence
BR,1897-04-21,Tiradentes' Day
BO,1897-05-01,Labor Day
FI,1897-05-01,May Day
BR,1897-05-03,Discovery of Brazil
BR,1897-05-13,Abolition of slavery in Brazil
CH,1897-05-27,Ascension Day
FI,1897-05-27,Ascension Day
FR,1897-05-27,Ascension Day
NL,1897-05-27,Ascension Day
US,1897-05-30,Memorial Day
IM,1897-06-04,TT Bank Holiday
FI,1897-06-06,Whit Sunday
NL,1897-06-06,Whit Sunday
FR,1897-06-07,Whit Monday
IE,1897-06-07,Whit Monday
IM,1897-06-07,Whit Monday
NL,1897-06-07,Whit Monday
BO,1897-06-17,Corpus Christi
PT,1897-06-17,Corpus Christi
FI,1897-06-23,Midsummer Eve
FI,1897-06-24,Midsummer Day
VE,1897-06-24,Battle of Carabobo
CA,1897-07-01,Dominion Day
US,1897-07-04,Independence Day
IM,1897-07-05,Tynwald Day
US,1897-07-05,Independence Day (observed)
VE,1897-07-05,Independence Day
BR,1897-07-14,Freedom and Independence of American Peoples
FR,1897-07-14,National Day
CH,1897-08-01,National Day
IE,1897-08-02,August Bank Holiday
BO,1897-08-06,Independence Day
FR,1897-08-15,Assumption Day
PT,1897-08-15,Assumption Day
NL,1897-08-31,Queen's Day
CA,1897-09-06,Labor Day
US,1897-09-06,Labor Day
BR,1897-09-07,Independence Day
BR,1897-10-12,Discovery of America
FI,1897-11-01,All Saints' Day
FR,1897-11-01,All Saints' Day
PT,1897-11-01,All Saints' Day
BR,1897-11-02,All Souls' Day
BR,1897-11-15,Republic Proclamation Day
US,1897-11-25,Thanksgiving Day
PT,1897-12-01,Restoration of Independence Day
PT,1897-12-08,Immaculate Conception
FI,1897-12-24,Christmas Eve
US,1897-12-24,Christmas Day (observed)
VE,1897-12-24,Christmas Eve
AU,1897-12-25,Christmas Day
BO,1897-12-25,Christmas Day
CA,1897-12-25,Christmas Day
CH,1897-12-25,Christmas Day
FI,1897-12-25,Christmas Day
FR,1897-12-25,Christmas Day
GB,1897-12-25,Christmas Day
IE,1897-12-25,Christmas Day
IM,1897-12-25,Christmas Day
NL,1897-12-25,Christmas Day
NZ,1897-12-25,Christmas Day
PT,1897-12-25,Christmas Day
US,1897-12-25,Christmas Day
VE,1897-12-25,Christmas Day
AU,1897-12-26,Boxing Day
FI,1897-12-26,Second Day of Christmas
GB,1897-12-26,Boxing Day
IE,1897-12-26,Saint Stephen's Day
IM,1897-12-26,Boxing Day
NL,1897-12-26,Second Day of Christmas
NZ,1897-12-26,Boxing Day
CA,1897-12-27,Christmas Day (observed)
GB,1897-12-27,Christmas Day (observed)
IM,1897-12-27,Christmas Day (observed)
NZ,1897-12-27,Christmas Day (observed)
GB,1897-12-28,Boxing Day (observed)
IM,1897-12-28,Boxing Day (observed)
NZ,1897-12-28,Boxing Day (observed)
US,1897-12-31,New Year's Day (observed)
VE,1897-12-31,New Year's Eve
AU,1898-01-01,New Year's Day
BO,1898-01-01,New Year's Day
BR,1898-01-01,Universal Fraternization Day
CA,1898-01-01,New Year's Day
CH,1898-01-01,New Year's Day
FI,1898-01-01,New Year's Day
FR,1898-01-01,New Year's Day
NL,1898-01-01,New Year's Day
NZ,1898-01-01,New Year's Day
PT,1898-01-01,New Year's Day
US,1898-01-01,New Year's Day
VE,1898-01-01,New Year's Day
NZ,1898-01-02,Day after New Year's Day
CA,1898-01-03,New Year's Day (observed)
NZ,1898-01-03,New Year's Day (observed)
NZ,1898-01-04,Day after New Year's Day (observed)
FI,1898-01-06,Epiphany
ET,1898-01-07,Christmas Day
ET,1898-01-19,Epiphany Day
BO,1898-02-21,Carnival
VE,1898-02-21,Monday of Carnival
BO,1898-02-22,Carnival
US,1898-02-22,Washington's Birthday
VE,1898-02-22,Tuesday of Carnival
BR,1898-02-24,Republic Constitution Day
ET,1898-03-02,Adwa Victory Day
VE,1898-04-07,Maundy Thursday
AU,1898-04-08,Good Friday
BO,1898-04-08,Good Friday
BR,1898-04-08,Good Friday
CA,1898-04-08,Good Friday
FI,1898-04-08,Good Friday
GB,1898-04-08,Good Friday
IM,1898-04-08,Good Friday
NZ,1898-04-08,Good Friday
PT,1898-04-08,Good Friday
VE,1898-04-08,Good Friday
FI,1898-04-10,Easter Sunday
NL,1898-04-10,Easter Sunday
PT,1898-04-10,Easter Sunday
AU,1898-04-11,Easter Monday
FI,1898-04-11,Easter Monday
FR,1898-04-11,Easter Monday
IE,1898-04-11,Easter Monday
IM,1898-04-11,Easter Monday
NL,1898-04-11,Easter Monday
NZ,1898-04-11,Easter Monday
ET,1898-04-15,Good Friday
ET,1898-04-17,Easter Sunday
VE,1898-04-19,Declaration of Independence
BR,1898-04-21,Tiradentes' Day
BO,1898-05-01,Labor Day
ET,1898-05-01,Workers' Day
FI,1898-05-01,May Day
BR,1898-05-03,Discovery of Brazil
BR,1898-05-13,Abolition of slavery in Brazil
CH,1898-05-19,Ascension Day
FI,1898-05-19,Ascension Day
FR,1898-05-19,Ascension Day
NL,1898-05-19,Ascension Day
FI,1898-05-29,Whit Sunday
NL,1898-05-29,Whit Sunday
FR,1898-05-30,Whit Monday
IE,1898-05-30,Whit Monday
IM,1898-05-30,Whit Monday
NL,1898-05-30,Whit Monday
US,1898-05-30,Memorial Day
IM,1898-06-03,TT Bank Holiday
BO,1898-06-09,Corpus Christi
PT,1898-06-09,Corpus Christi
FI,1898-06-23,Midsummer Eve
FI,1898-06-24,Midsummer Day
VE,1898-06-24,Battle of Carabobo
CA,1898-07-01,Dominion Day
US,1898-07-04,Independence Day
IM,1898-07-05,Tynwald Day
VE,1898-07-05,Independence Day
BR,1898-07-14,Freedom and Independence of American Peoples
FR,1898-07-14,National Day
CH,1898-08-01,National Day
IE,1898-08-01,August Bank Holiday
BO,1898-08-06,Independence Day
FR,1898-08-15,Assumption Day
PT,1898-08-15,Assumption Day
NL,1898-08-31,Queen's Day
CA,1898-09-05,Labor Day
US,1898-09-05,Labor Day
BR,1898-09-07,Independence Day
ET,1898-09-11,Ethiopian New Year
ET,1898-09-27,Finding of True Cross
BR,1898-10-12,Discovery of America
FI,1898-11-01,All Saints' Day
FR,1898-11-01,All Saints' Day
PT,1898-11-01,All Saints' Day
BR,1898-11-02,All Souls' Day
BR,1898-11-15,Republic Proclamation Day
US,1898-11-24,Thanksgiving Day
PT,1898-12-01,Restoration of Independence Day
PT,1898-12-08,Immaculate Conception
FI,1898-12-24,Christmas Eve
VE,1898-12-24,Christmas Eve
AU,1898-12-25,Christmas Day
BO,1898-12-25,Christmas Day
CA,1898-12-25,Christmas Day
CH,1898-12-25,Christmas Day
FI,1898-12-25,Christmas Day
FR,1898-12-25,Christmas Day
GB,1898-12-25,Christmas Day
IE,1898-12-25,Christmas Day
IM,1898-12-25,Christmas Day
NL,1898-12-25,Christmas Day
NZ,1898-12-25,Christmas Day
PT,1898-12-25,Christmas Day
US,1898-12-25,Christmas Day
VE,1898-12-25,Christmas Day
AU,1898-12-26,Boxing Day
CA,1898-12-26,Christmas Day (observed)
FI,1898-12-26,Second Day of Christmas
GB,1898-12-26,Boxing Day
IE,1898-12-26,Saint Stephen's Day
IM,1898-12-26,Boxing Day
NL,1898-12-26,Second Day of Christmas
NZ,1898-12-26,Boxing Day
US,1898-12-26,Christmas Day (observed)
GB,1898-12-27,Christmas Day (observed)
IM,1898-12-27,Christmas Day (observed)
NZ,1898-12-27,Christmas Day (observed)
VE,1898-12-31,New Year's Eve
AU,1899-01-01,New Year's Day
BO,1899-01-01,New Year's Day
BR,1899-01-01,Universal Fraternization Day
CA,1899-01-01,New Year's Day
CH,1899-01-01,New Year's Day
FI,1899-01-01,New Year's Day
FR,1899-01-01,New Year's Day
NL,1899-01-01,New Year's Day
NZ,1899-01-01,New Year's Day
PT,1899-01-01,New Year's Day
US,1899-01-01,New Year's Day
VE,1899-01-01,New Year's Day
CA,1899-01-02,New Year's Day (observed)
NZ,1899-01-02,Day after New Year's Day
US,1899-01-02,New Year's Day (observed)
NZ,1899-01-03,New Year's Day (observed)
FI,1899-01-06,Epiphany
ET,1899-01-07,Christmas Day
ET,1899-01-19,Epiphany Day
BO,1899-02-13,Carnival
VE,1899-02-13,Monday of Carnival
BO,1899-02-14,Carnival
VE,1899-02-14,Tuesday of Carnival
US,1899-02-22,Washington's Birthday
BR,1899-02-24,Republic Constitution Day
ET,1899-03-02,Adwa Victory Day
VE,1899-03-30,Maundy Thursday
AU,1899-03-31,Good Friday
BO,1899-03-31,Good Friday
BR,1899-03-31,Good Friday
CA,1899-03-31,Good Friday
FI,1899-03-31,Good Friday
GB,1899-03-31,Good Friday
IM,1899-03-31,Good Friday
NZ,1899-03-31,Good Friday
PT,1899-03-31,Good Friday
VE,1899-03-31,Good Friday
FI,1899-04-02,Easter Sunday
NL,1899-04-02,Easter Sunday
PT,1899-04-02,Easter Sunday
AU,1899-04-03,Easter Monday
FI,1899-04-03,Easter Monday
FR,1899-04-03,Easter Monday
IE,1899-04-03,Easter Monday
IM,1899-04-03,Easter Monday
NL,1899-04-03,Easter Monday
NZ,1899-04-03,Easter Monday
VE,1899-04-19,Declaration of Independence
BR,1899-04-21,Tiradentes' Day
ET,1899-04-28,Good Friday
ET,1899-04-30,Easter Sunday
BO,1899-05-01,Labor Day
ET,1899-05-01,Workers' Day
FI,1899-05-01,May Day
BR,1899-05-03,Discovery of Brazil
CH,1899-05-11,Ascension Day
FI,1899-05-11,Ascension Day
FR,1899-05-11,Ascension Day
NL,1899-05-11,Ascension Day
BR,1899-05-13,Abolition of slavery in Brazil
FI,1899-05-21,Whit Sunday
NL,1899-05-21,Whit Sunday
FR,1899-05-22,Whit Monday
IE,1899-05-22,Whit Monday
IM,1899-05-22,Whit Monday
NL,1899-05-22,Whit Monday
US,1899-05-30,Memorial Day
BO,1899-06-01,Corpus Christi
PT,1899-06-01,Corpus Christi
IM,1899-06-02,TT Bank Holiday
FI,1899-06-23,Midsummer Eve
FI,1899-06-24,Midsummer Day
VE,1899-06-24,Battle of Carabobo
CA,1899-07-01,Dominion Day
US,1899-07-04,Independence Day
IM,1899-07-05,Tynwald Day
VE,1899-07-05,Independence Day
BR,1899-07-14,Freedom and Independence of American Peoples
FR,1899-07-14,National Day
CH,1899-08-01,National Day
BO,1899-08-06,Independence Day
IE,1899-08-07,August Bank Holiday
FR,1899-08-15,Assumption Day
PT,1899-08-15,Assumption Day
NL,1899-08-31,Queen's Day
CA,1899-09-04,Labor Day
US,1899-09-04,Labor Day
BR,1899-09-07,Independence Day
ET,1899-09-11,Ethiopian New Year
ET,1899-09-27,Finding of True Cross
BR,1899-10-12,Discovery of America
FI,1899-11-01,All Saints' Day
FR,1899-11-01,All Saints' Day
PT,1899-11-01,All Saints' Day
BR,1899-11-02,All Souls' Day
BR,1899-11-15,Republic Proclamation Day
US,1899-11-23,Thanksgiving Day
PT,1899-12-01,Restoration of Independence Day
PT,1899-12-08,Immaculate Conception
FI,1899-12-24,Christmas Eve
VE,1899-12-24,Christmas Eve
AU,1899-12-25,Christmas Day
BO,1899-12-25,Christmas Day
CA,1899-12-25,Christmas Day
CH,1899-12-25,Christmas Day
FI,1899-12-25,Christmas Day
FR,1899-12-25,Christmas Day
GB,1899-12-25,Christmas Day
IE,1899-12-25,Christmas Day
IM,1899-12-25,Christmas Day
NL,1899-12-25,Christmas Day
NZ,1899-12-25,Christmas Day
PT,1899-12-25,Christmas Day
US,1899-12-25,Christmas Day
VE,1899-12-25,Christmas Day
AU,1899-12-26,Boxing Day
FI,1899-12-26,Second Day of Christmas
GB,1899-12-26,Boxing Day
IE,1899-12-26,Saint Stephen's Day
IM,1899-12-26,Boxing Day
NL,1899-12-26,Second Day of Christmas
NZ,1899-12-26,Boxing Day
VE,1899-12-31,New Year's Eve
AU,1900-01-01,New Year's Day
BO,1900-01-01,New Year's Day
BR,1900-01-01,Universal Fraternization Day
CA,1900-01-01,New Year's Day
CH,1900-01-01,New Year's Day
FI,1900-01-01,New Year's Day
FR,1900-01-01,New Year's Day
NL,1900-01-01,New Year's Day
NZ,1900-01-01,New Year's Day
PT,1900-01-01,New Year's Day
US,1900-01-01,New Year's Day
VE,1900-01-01,New Year's Day
NZ,1900-01-02,Day after New Year's Day
FI,1900-01-06,Epiphany
ET,1900-01-07,Christmas Day
ET,1900-01-19,Epiphany Day
US,1900-02-22,Washington's Birthday
BR,1900-02-24,Republic Constitution Day
BO,1900-02-26,Carnival
VE,1900-02-26,Monday of Carnival
BO,1900-02-27,Carnival
VE,1900-02-27,Tuesday of Carnival
ET,1900-03-02,Adwa Victory Day
VE,1900-04-12,Maundy Thursday
AU,1900-04-13,Good Friday
BO,1900-04-13,Good Friday
BR,1900-04-13,Good Friday
CA,1900-04-13,Good Friday
FI,1900-04-13,Good Friday
GB,1900-04-13,Good Friday
IM,1900-04-13,Good Friday
NZ,1900-04-13,Good Friday
PT,1900-04-13,Good Friday
VE,1900-04-13,Good Friday
FI,1900-04-15,Easter Sunday
NL,1900-04-15,Easter Sunday
PT,1900-04-15,Easter Sunday
AU,1900-04-16,Easter Monday
FI,1900-04-16,Easter Monday
FR,1900-04-16,Easter Monday
IE,1900-04-16,Easter Monday
IM,1900-04-16,Easter Monday
NL,1900-04-16,Easter Monday
NZ,1900-04-16,Easter Monday
VE,1900-04-19,Declaration of Independence
ET,1900-04-20,Good Friday
BR,1900-04-21,Tiradentes' Day
ET,1900-04-22,Easter Sunday
BO,1900-05-01,Labor Day
ET,1900-05-01,Workers' Day
FI,1900-05-01,May Day
BR,1900-05-03,Discovery of Brazil
BR,1900-05-13,Abolition of slavery in Brazil
CH,1900-05-24,Ascension Day
FI,1900-05-24,Ascension Day
FR,1900-05-24,Ascension Day
NL,1900-05-24,Ascension Day
US,1900-05-30,Memorial Day
IM,1900-06-01,TT Bank Holiday
FI,1900-06-03,Whit Sunday
NL,1900-06-03,Whit Sunday
FR,1900-06-04,Whit Monday
IE,1900-06-04,Whit Monday
IM,1900-06-04,Whit Monday
NL,1900-06-04,Whit Monday
BO,1900-06-14,Corpus Christi
PT,1900-06-14,Corpus Christi
FI,1900-06-23,Midsummer Eve
FI,1900-06-24,Midsummer Day
VE,1900-06-24,Battle of Carabobo
CA,1900-07-01,Dominion Day
US,1900-07-04,Independence Day
IM,1900-07-05,Tynwald Day
VE,1900-07-05,Independence Day
BR,1900-07-14,Freedom and Independence of American Peoples
FR,1900-07-14,National Day
CH,1900-08-01,National Day
BO,1900-08-06,Independence Day
IE,1900-08-06,August Bank Holiday
FR,1900-08-15,Assumption Day
PT,1900-08-15,Assumption Day
NL,1900-08-31,Queen's Day
CA,1900-09-03,Labor Day
US,1900-09-03,Labor Day
BR,1900-09-07,Independence Day
ET,1900-09-11,Ethiopian New Year
ET,1900-09-27,Finding of True Cross
NZ,1900-10-10,Labour Day
BR,1900-10-12,Discovery of America
FI,1900-11-01,All Saints' Day
FR,1900-11-01,All Saints' Day
PT,1900-11-01,All Saints' Day
BR,1900-11-02,All Souls' Day
BR,1900-11-15,Republic Proclamation Day
US,1900-11-22,Thanksgiving Day
PT,1900-12-01,Restoration of Independence Day
PT,1900-12-08,Immaculate Conception
FI,1900-12-24,Christmas Eve
VE,1900-12-24,Christmas Eve
AU,1900-12-25,Christmas Day
BO,1900-12-25,Christmas Day
CA,1900-12-25,Christmas Day
CH,1900-12-25,Christmas Day
FI,1900-12-25,Christmas Day
FR,1900-12-25,Christmas Day
GB,1900-12-25,Christmas Day
IE,1900-12-25,Christmas Day
IM,1900-12-25,Christmas Day
NL,1900-12-25,Christmas Day
NZ,1900-12-25,Christmas Day
PT,1900-12-25,Christmas Day
US,1900-12-25,Christmas Day
VE,1900-12-25,Christmas Day
AU,1900-12-26,Boxing Day
FI,1900-12-26,Second Day of Christmas
GB,1900-12-26,Boxing Day
IE,1900-12-26,Saint Stephen's Day
IM,1900-12-26,Boxing Day
NL,1900-12-26,Second Day of Christmas
NZ,1900-12-26,Boxing Day
VE,1900-12-31,New Year's Eve
AT,1901-01-01,New Year's Day
AU,1901-01-01,New Year's Day
BA,1901-01-01,New Year's Day
BE,1901-01-01,New Year's Day
BO,1901-01-01,New Year's Day
BR,1901-01-01,Universal Fraternization Day
CA,1901-01-01,New Year's Day
CH,1901-01-01,New Year's Day
